,code,exchange
1497,300013,创业板
1498,300014,创业板
1499,300015,创业板
1500,300016,创业板
1501,300017,创业板
1502,300018,创业板
1503,300019,创业板
1504,300020,创业板
1505,300021,创业板
1506,300022,创业板
1507,300024,创业板
1508,300025,创业板
1509,300026,创业板
1510,300027,创业板
1511,300029,创业板
1512,300030,创业板
1513,300031,创业板
1514,300032,创业板
1515,300033,创业板
1516,300034,创业板
1517,300035,创业板
1518,300036,创业板
1519,300037,创业板
1520,300039,创业板
1521,300040,创业板
1522,300041,创业板
1523,300042,创业板
1524,300043,创业板
1525,300044,创业板
1526,300045,创业板
1527,300046,创业板
1528,300047,创业板
1529,300048,创业板
1530,300049,创业板
1531,300050,创业板
1532,300051,创业板
1533,300052,创业板
1534,300053,创业板
1535,300054,创业板
1536,300055,创业板
1537,300056,创业板
1538,300057,创业板
1539,300058,创业板
1540,300059,创业板
1541,300061,创业板
1542,300062,创业板
1543,300063,创业板
1544,300065,创业板
1545,300066,创业板
1546,300067,创业板
1547,300068,创业板
1548,300069,创业板
1549,300070,创业板
1550,300071,创业板
1551,300072,创业板
1552,300073,创业板
1553,300074,创业板
1554,300075,创业板
1555,300076,创业板
1556,300077,创业板
1557,300078,创业板
1558,300079,创业板
1559,300080,创业板
1560,300081,创业板
1561,300082,创业板
1562,300083,创业板
1563,300084,创业板
1564,300085,创业板
1565,300086,创业板
1566,300087,创业板
1567,300088,创业板
1568,300091,创业板
1569,300092,创业板
1570,300093,创业板
1571,300094,创业板
1572,300095,创业板
1573,300096,创业板
1574,300097,创业板
1575,300098,创业板
1576,300099,创业板
1577,300100,创业板
1578,300101,创业板
1579,300102,创业板
1580,300103,创业板
1581,300105,创业板
1582,300106,创业板
1583,300107,创业板
1584,300109,创业板
1585,300110,创业板
1586,300111,创业板
1587,300112,创业板
1588,300113,创业板
1589,300115,创业板
1590,300118,创业板
1591,300119,创业板
1592,300120,创业板
1593,300121,创业板
1594,300122,创业板
1595,300123,创业板
1596,300124,创业板
1597,300125,创业板
1598,300126,创业板
1599,300127,创业板
1600,300128,创业板
1601,300129,创业板
1602,300130,创业板
1603,300131,创业板
1604,300132,创业板
1605,300133,创业板
1606,300134,创业板
1607,300135,创业板
1608,300136,创业板
1609,300137,创业板
1610,300138,创业板
1611,300139,创业板
1612,300140,创业板
1613,300141,创业板
1614,300142,创业板
1615,300143,创业板
1616,300144,创业板
1617,300145,创业板
1618,300146,创业板
1619,300147,创业板
1620,300148,创业板
1621,300149,创业板
1622,300150,创业板
1623,300151,创业板
1624,300152,创业板
1625,300153,创业板
1626,300154,创业板
1627,300155,创业板
1628,300157,创业板
1629,300158,创业板
1630,300159,创业板
1631,300160,创业板
1632,300161,创业板
1633,300162,创业板
1634,300163,创业板
1635,300164,创业板
1636,300165,创业板
1637,300166,创业板
1638,300167,创业板
1639,300168,创业板
1640,300169,创业板
1641,300170,创业板
1642,300171,创业板
1643,300172,创业板
1644,300173,创业板
1645,300174,创业板
1646,300175,创业板
1647,300176,创业板
1648,300177,创业板
1649,300179,创业板
1650,300180,创业板
1651,300181,创业板
1652,300182,创业板
1653,300183,创业板
1654,300184,创业板
1655,300185,创业板
1656,300187,创业板
1657,300188,创业板
1658,300189,创业板
1659,300190,创业板
1660,300191,创业板
1661,300192,创业板
1662,300193,创业板
1663,300194,创业板
1664,300195,创业板
1665,300196,创业板
1666,300197,创业板
1667,300198,创业板
1668,300199,创业板
1669,300200,创业板
1670,300201,创业板
1671,300203,创业板
1672,300204,创业板
1673,300205,创业板
1674,300206,创业板
1675,300207,创业板
1676,300209,创业板
1677,300210,创业板
1678,300211,创业板
1679,300212,创业板
1680,300213,创业板
1681,300214,创业板
1682,300215,创业板
1683,300217,创业板
1684,300218,创业板
1685,300219,创业板
1686,300220,创业板
1687,300221,创业板
1688,300222,创业板
1689,300223,创业板
1690,300224,创业板
1691,300225,创业板
1692,300226,创业板
1693,300227,创业板
1694,300228,创业板
1695,300229,创业板
1696,300230,创业板
1697,300231,创业板
1698,300232,创业板
1699,300233,创业板
1700,300234,创业板
1701,300235,创业板
1702,300236,创业板
1703,300237,创业板
1704,300238,创业板
1705,300239,创业板
1706,300240,创业板
1707,300241,创业板
1708,300242,创业板
1709,300243,创业板
1710,300244,创业板
1711,300245,创业板
1712,300246,创业板
1713,300247,创业板
1714,300248,创业板
1715,300249,创业板
1716,300250,创业板
1717,300251,创业板
1718,300252,创业板
1719,300253,创业板
1720,300254,创业板
1721,300255,创业板
1722,300256,创业板
1723,300257,创业板
1724,300258,创业板
1725,300259,创业板
1726,300260,创业板
1727,300261,创业板
1728,300263,创业板
1729,300264,创业板
1730,300265,创业板
1731,300266,创业板
1732,300267,创业板
1733,300268,创业板
1734,300269,创业板
1735,300270,创业板
1736,300271,创业板
1737,300272,创业板
1738,300274,创业板
1739,300275,创业板
1740,300276,创业板
1741,300277,创业板
1742,300278,创业板
1743,300279,创业板
1744,300280,创业板
1745,300281,创业板
1746,300283,创业板
1747,300284,创业板
1748,300285,创业板
1749,300286,创业板
1750,300287,创业板
1751,300288,创业板
1752,300289,创业板
1753,300290,创业板
1754,300291,创业板
1755,300292,创业板
1756,300293,创业板
1757,300294,创业板
1758,300295,创业板
1759,300296,创业板
1760,300298,创业板
1761,300299,创业板
1762,300300,创业板
1763,300301,创业板
1764,300302,创业板
1765,300303,创业板
1766,300304,创业板
1767,300305,创业板
1768,300306,创业板
1769,300307,创业板
1770,300308,创业板
1771,300310,创业板
1772,300311,创业板
1773,300313,创业板
1774,300314,创业板
1775,300315,创业板
1776,300316,创业板
1777,300317,创业板
1778,300318,创业板
1779,300319,创业板
1780,300320,创业板
1781,300321,创业板
1782,300322,创业板
1783,300323,创业板
1784,300324,创业板
1785,300326,创业板
1786,300327,创业板
1787,300328,创业板
1788,300329,创业板
1789,300331,创业板
1790,300332,创业板
1791,300333,创业板
1792,300334,创业板
1793,300335,创业板
1794,300337,创业板
1795,300338,创业板
1796,300339,创业板
1797,300340,创业板
1798,300341,创业板
1799,300342,创业板
1800,300343,创业板
1801,300344,创业板
1802,300345,创业板
1803,300346,创业板
1804,300347,创业板
1805,300348,创业板
1806,300349,创业板
1807,300350,创业板
1808,300351,创业板
1809,300352,创业板
1810,300353,创业板
1811,300354,创业板
1812,300355,创业板
1813,300357,创业板
1814,300358,创业板
1815,300359,创业板
1816,300360,创业板
1817,300363,创业板
1818,300364,创业板
1819,300365,创业板
1820,300366,创业板
1821,300368,创业板
1822,300369,创业板
1823,300370,创业板
1824,300371,创业板
1825,300373,创业板
1826,300374,创业板
1827,300375,创业板
1828,300376,创业板
1829,300377,创业板
1830,300378,创业板
1831,300379,创业板
1832,300380,创业板
1833,300381,创业板
1834,300382,创业板
1835,300383,创业板
1836,300384,创业板
1837,300385,创业板
1838,300386,创业板
1839,300387,创业板
1840,300388,创业板
1841,300389,创业板
1842,300390,创业板
1843,300391,创业板
1844,300393,创业板
1845,300394,创业板
1846,300395,创业板
1847,300396,创业板
1848,300397,创业板
1849,300398,创业板
1850,300399,创业板
1851,300400,创业板
1852,300401,创业板
1853,300402,创业板
1854,300403,创业板
1855,300404,创业板
1856,300405,创业板
1857,300406,创业板
1858,300407,创业板
1859,300408,创业板
1860,300409,创业板
1861,300410,创业板
1862,300411,创业板
1863,300412,创业板
1864,300413,创业板
1865,300414,创业板
1866,300415,创业板
1867,300416,创业板
1868,300417,创业板
1869,300418,创业板
1870,300419,创业板
1871,300420,创业板
1872,300421,创业板
1873,300422,创业板
1874,300423,创业板
1875,300424,创业板
1876,300425,创业板
1877,300426,创业板
1878,300427,创业板
1879,300428,创业板
1880,300429,创业板
1881,300430,创业板
1882,300432,创业板
1883,300433,创业板
1884,300434,创业板
1885,300435,创业板
1886,300436,创业板
1887,300437,创业板
1888,300438,创业板
1889,300439,创业板
1890,300440,创业板
1891,300441,创业板
1892,300442,创业板
1893,300443,创业板
1894,300444,创业板
1895,300445,创业板
1896,300446,创业板
1897,300447,创业板
1898,300448,创业板
1899,300449,创业板
1900,300450,创业板
1901,300451,创业板
1902,300452,创业板
1903,300453,创业板
1904,300454,创业板
1905,300455,创业板
1906,300456,创业板
1907,300457,创业板
1908,300458,创业板
1909,300459,创业板
1910,300460,创业板
1911,300461,创业板
1912,300462,创业板
1913,300463,创业板
1914,300464,创业板
1915,300465,创业板
1916,300466,创业板
1917,300467,创业板
1918,300468,创业板
1919,300469,创业板
1920,300470,创业板
1921,300471,创业板
1922,300472,创业板
1923,300473,创业板
1924,300474,创业板
1925,300475,创业板
1926,300476,创业板
1927,300477,创业板
1928,300478,创业板
1929,300479,创业板
1930,300480,创业板
1931,300481,创业板
1932,300482,创业板
1933,300483,创业板
1934,300484,创业板
1935,300485,创业板
1936,300486,创业板
1937,300487,创业板
1938,300488,创业板
1939,300489,创业板
1940,300490,创业板
1941,300491,创业板
1942,300492,创业板
1943,300493,创业板
1944,300494,创业板
1945,300496,创业板
1946,300497,创业板
1947,300498,创业板
1948,300499,创业板
1949,300500,创业板
1950,300501,创业板
1951,300502,创业板
1952,300503,创业板
1953,300504,创业板
1954,300505,创业板
1955,300506,创业板
1956,300507,创业板
1957,300508,创业板
1958,300509,创业板
1959,300510,创业板
1960,300511,创业板
1961,300512,创业板
1962,300513,创业板
1963,300514,创业板
1964,300515,创业板
1965,300516,创业板
1966,300517,创业板
1967,300518,创业板
1968,300519,创业板
1969,300520,创业板
1970,300521,创业板
1971,300522,创业板
1972,300523,创业板
1973,300525,创业板
1974,300527,创业板
1975,300528,创业板
1976,300529,创业板
1977,300530,创业板
1978,300531,创业板
1979,300532,创业板
1980,300533,创业板
1981,300534,创业板
1982,300535,创业板
1983,300536,创业板
1984,300537,创业板
1985,300538,创业板
1986,300539,创业板
1987,300540,创业板
1988,300541,创业板
1989,300542,创业板
1990,300543,创业板
1991,300545,创业板
1992,300546,创业板
1993,300547,创业板
1994,300548,创业板
1995,300549,创业板
1996,300550,创业板
1997,300551,创业板
1998,300552,创业板
1999,300553,创业板
2000,300554,创业板
2001,300555,创业板
2002,300556,创业板
2003,300557,创业板
2004,300558,创业板
2005,300559,创业板
2006,300560,创业板
2007,300561,创业板
2008,300562,创业板
2009,300563,创业板
2010,300564,创业板
2011,300565,创业板
2012,300566,创业板
2013,300567,创业板
2014,300568,创业板
2015,300569,创业板
2016,300570,创业板
2017,300571,创业板
2018,300572,创业板
2019,300573,创业板
2020,300575,创业板
2021,300576,创业板
2022,300577,创业板
2023,300578,创业板
2024,300579,创业板
2025,300580,创业板
2026,300581,创业板
2027,300582,创业板
2028,300583,创业板
2029,300584,创业板
2030,300585,创业板
2031,300586,创业板
2032,300587,创业板
2033,300588,创业板
2034,300589,创业板
2035,300590,创业板
2036,300591,创业板
2037,300592,创业板
2038,300593,创业板
2039,300594,创业板
2040,300595,创业板
2041,300596,创业板
2042,300597,创业板
2043,300598,创业板
2044,300599,创业板
2045,300600,创业板
2046,300601,创业板
2047,300602,创业板
2048,300603,创业板
2049,300604,创业板
2050,300605,创业板
2051,300606,创业板
2052,300607,创业板
2053,300608,创业板
2054,300609,创业板
2055,300610,创业板
2056,300611,创业板
2057,300612,创业板
2058,300613,创业板
2059,300614,创业板
2060,300615,创业板
2061,300616,创业板
2062,300617,创业板
2063,300618,创业板
2064,300619,创业板
2065,300620,创业板
2066,300621,创业板
2067,300622,创业板
2068,300623,创业板
2069,300624,创业板
2070,300625,创业板
2071,300626,创业板
2072,300627,创业板
2073,300628,创业板
2074,300629,创业板
2075,300631,创业板
2076,300632,创业板
2077,300633,创业板
2078,300634,创业板
2079,300635,创业板
2080,300636,创业板
2081,300637,创业板
2082,300638,创业板
2083,300639,创业板
2084,300640,创业板
2085,300641,创业板
2086,300642,创业板
2087,300643,创业板
2088,300644,创业板
2089,300645,创业板
2090,300647,创业板
2091,300648,创业板
2092,300649,创业板
2093,300650,创业板
2094,300651,创业板
2095,300652,创业板
2096,300653,创业板
2097,300654,创业板
2098,300655,创业板
2099,300656,创业板
2100,300657,创业板
2101,300658,创业板
2102,300659,创业板
2103,300660,创业板
2104,300661,创业板
2105,300662,创业板
2106,300663,创业板
2107,300664,创业板
2108,300665,创业板
2109,300666,创业板
2110,300667,创业板
2111,300668,创业板
2112,300669,创业板
2113,300670,创业板
2114,300671,创业板
2115,300672,创业板
2116,300673,创业板
2117,300674,创业板
2118,300675,创业板
2119,300676,创业板
2120,300677,创业板
2121,300678,创业板
2122,300679,创业板
2123,300680,创业板
2124,300681,创业板
2125,300682,创业板
2126,300683,创业板
2127,300684,创业板
2128,300685,创业板
2129,300686,创业板
2130,300687,创业板
2131,300688,创业板
2132,300689,创业板
2133,300690,创业板
2134,300691,创业板
2135,300692,创业板
2136,300693,创业板
2137,300694,创业板
2138,300695,创业板
2139,300696,创业板
2140,300697,创业板
2141,300698,创业板
2142,300699,创业板
2143,300700,创业板
2144,300701,创业板
2145,300702,创业板
2146,300703,创业板
2147,300705,创业板
2148,300706,创业板
2149,300707,创业板
2150,300708,创业板
2151,300709,创业板
2152,300710,创业板
2153,300711,创业板
2154,300712,创业板
2155,300713,创业板
2156,300715,创业板
2157,300716,创业板
2158,300717,创业板
2159,300718,创业板
2160,300719,创业板
2161,300720,创业板
2162,300721,创业板
2163,300722,创业板
2164,300723,创业板
2165,300724,创业板
2166,300725,创业板
2167,300726,创业板
2168,300727,创业板
2169,300729,创业板
2170,300730,创业板
2171,300731,创业板
2172,300732,创业板
2173,300733,创业板
2174,300735,创业板
2175,300736,创业板
2176,300737,创业板
2177,300738,创业板
2178,300739,创业板
2179,300740,创业板
2180,300741,创业板
2181,300743,创业板
2182,300745,创业板
2183,300746,创业板
2184,300747,创业板
2185,300748,创业板
2186,300749,创业板
2187,300750,创业板
2188,300751,创业板
2189,300752,创业板
2190,300753,创业板
2191,300755,创业板
2192,300756,创业板
2193,300757,创业板
2194,300758,创业板
2195,300759,创业板
2196,300760,创业板
2197,300761,创业板
2198,300762,创业板
2199,300763,创业板
2200,300765,创业板
2201,300766,创业板
2202,300767,创业板
2203,300768,创业板
2204,300769,创业板
2205,300770,创业板
2206,300771,创业板
2207,300772,创业板
2208,300773,创业板
2209,300774,创业板
2210,300775,创业板
2211,300776,创业板
2212,300777,创业板
2213,300778,创业板
2214,300779,创业板
2215,300780,创业板
2216,300781,创业板
2217,300782,创业板
2218,300783,创业板
2219,300784,创业板
2220,300785,创业板
2221,300786,创业板
2222,300787,创业板
2223,300788,创业板
2224,300789,创业板
2225,300790,创业板
2226,300791,创业板
2227,300792,创业板
2228,300793,创业板
2229,300795,创业板
2230,300796,创业板
2231,300797,创业板
2232,300798,创业板
2233,300800,创业板
2234,300801,创业板
2235,300802,创业板
2236,300803,创业板
2237,300804,创业板
2238,300805,创业板
2239,300806,创业板
2240,300807,创业板
2241,300808,创业板
2242,300809,创业板
2243,300810,创业板
2244,300811,创业板
2245,300812,创业板
2246,300813,创业板
2247,300814,创业板
2248,300815,创业板
2249,300816,创业板
2250,300817,创业板
2251,300818,创业板
2252,300819,创业板
2253,300820,创业板
2254,300821,创业板
2255,300822,创业板
2256,300823,创业板
2257,300824,创业板
2258,300825,创业板
2259,300826,创业板
2260,300827,创业板
2261,300828,创业板
2262,300829,创业板
2263,300830,创业板
2264,300831,创业板
2265,300832,创业板
2266,300833,创业板
2267,300834,创业板
2268,300835,创业板
2269,300836,创业板
2270,300837,创业板
2271,300838,创业板
2272,300839,创业板
2273,300840,创业板
2274,300841,创业板
2275,300842,创业板
2276,300843,创业板
2277,300844,创业板
2278,300845,创业板
2279,300846,创业板
2280,300847,创业板
2281,300848,创业板
2282,300849,创业板
2283,300850,创业板
2284,300851,创业板
2285,300852,创业板
2286,300853,创业板
2287,300854,创业板
2288,300855,创业板
2289,300856,创业板
2290,300857,创业板
2291,300858,创业板
2292,300859,创业板
2293,300860,创业板
2294,300861,创业板
2295,300862,创业板
2296,300863,创业板
2297,300864,创业板
2298,300865,创业板
2299,300866,创业板
2300,300867,创业板
2301,300868,创业板
2302,300869,创业板
2303,300870,创业板
2304,300871,创业板
2305,300872,创业板
2306,300873,创业板
2307,300875,创业板
2308,300876,创业板
2309,300877,创业板
2310,300878,创业板
2311,300879,创业板
2312,300880,创业板
2313,300881,创业板
2314,300882,创业板
2315,300883,创业板
2316,300884,创业板
2317,300885,创业板
2318,300886,创业板
2319,300887,创业板
2320,300888,创业板
2321,300889,创业板
2322,300890,创业板
2323,300891,创业板
2324,300892,创业板
2325,300893,创业板
2326,300894,创业板
2327,300895,创业板
2328,300896,创业板
2329,300897,创业板
2330,300898,创业板
2331,300899,创业板
2332,300900,创业板
2333,300901,创业板
2334,300902,创业板
2335,300903,创业板
2336,300904,创业板
2337,300905,创业板
2338,300906,创业板
2339,300907,创业板
2340,300908,创业板
2341,300909,创业板
2342,300910,创业板
2343,300911,创业板
2344,300912,创业板
2345,300913,创业板
2346,300915,创业板
2347,300916,创业板
2348,300917,创业板
2349,300918,创业板
2350,300919,创业板
2351,300920,创业板
2352,300921,创业板
2353,300922,创业板
2354,300923,创业板
2355,300925,创业板
2356,300926,创业板
2357,300927,创业板
2358,300928,创业板
2359,300929,创业板
2360,300930,创业板
2361,300931,创业板
2362,300932,创业板
2363,300933,创业板
2364,300935,创业板
2365,300936,创业板
2366,300937,创业板
2367,300938,创业板
2368,300939,创业板
2369,300940,创业板
2370,300941,创业板
2371,300942,创业板
2372,300943,创业板
2373,300945,创业板
2374,300946,创业板
2375,300947,创业板
2376,300948,创业板
2377,300949,创业板
2378,300950,创业板
2379,300951,创业板
2380,300952,创业板
2381,300953,创业板
2382,300955,创业板
2383,300956,创业板
2384,300957,创业板
2385,300958,创业板
2386,300959,创业板
2387,300960,创业板
2388,300961,创业板
2389,300962,创业板
2390,300963,创业板
2391,300964,创业板
2392,300965,创业板
2393,300966,创业板
2394,300967,创业板
2395,300968,创业板
2396,300969,创业板
2397,300970,创业板
2398,300971,创业板
2399,300972,创业板
2400,300973,创业板
2401,300975,创业板
2402,300976,创业板
2403,300977,创业板
2404,300978,创业板
2405,300979,创业板
2406,300980,创业板
2407,300981,创业板
2408,300982,创业板
2409,300983,创业板
2410,300984,创业板
2411,300985,创业板
2412,300986,创业板
2413,300987,创业板
2414,300988,创业板
2415,300989,创业板
2416,300990,创业板
2417,300991,创业板
2418,300992,创业板
2419,300993,创业板
2420,300994,创业板
2421,300995,创业板
2422,300996,创业板
2423,300997,创业板
2424,300998,创业板
2425,300999,创业板
2426,301000,创业板
2427,301001,创业板
2428,301002,创业板
2429,301003,创业板
2430,301004,创业板
2431,301005,创业板
2432,301006,创业板
2433,301007,创业板
2434,301008,创业板
2435,301009,创业板
2436,301010,创业板
2437,301011,创业板
2438,301012,创业板
2439,301013,创业板
2440,301015,创业板
2441,301016,创业板
2442,301017,创业板
2443,301018,创业板
2444,301019,创业板
2445,301020,创业板
2446,301021,创业板
2447,301022,创业板
2448,301023,创业板
2449,301024,创业板
2450,301025,创业板
2451,301026,创业板
2452,301027,创业板
2453,301028,创业板
2454,301029,创业板
2455,301030,创业板
2456,301031,创业板
2457,301032,创业板
2458,301033,创业板
2459,301035,创业板
2460,301036,创业板
2461,301037,创业板
2462,301038,创业板
2463,301039,创业板
2464,301040,创业板
2465,301041,创业板
2466,301042,创业板
2467,301043,创业板
2468,301045,创业板
2469,301046,创业板
2470,301047,创业板
2471,301048,创业板
2472,301049,创业板
2473,301050,创业板
2474,301051,创业板
2475,301052,创业板
2476,301053,创业板
2477,301055,创业板
2478,301056,创业板
2479,301057,创业板
2480,301058,创业板
2481,301059,创业板
2482,301060,创业板
2483,301061,创业板
2484,301062,创业板
2485,301063,创业板
2486,301065,创业板
2487,301066,创业板
2488,301067,创业板
2489,301068,创业板
2490,301069,创业板
2491,301070,创业板
2492,301071,创业板
2493,301072,创业板
2494,301073,创业板
2495,301075,创业板
2496,301076,创业板
2497,301077,创业板
2498,301078,创业板
2499,301079,创业板
2500,301080,创业板
2501,301081,创业板
2502,301082,创业板
2503,301083,创业板
2504,301085,创业板
2505,301086,创业板
2506,301087,创业板
2507,301088,创业板
2508,301089,创业板
2509,301090,创业板
2510,301091,创业板
2511,301092,创业板
2512,301093,创业板
2513,301095,创业板
2514,301096,创业板
2515,301097,创业板
2516,301098,创业板
2517,301099,创业板
2518,301100,创业板
2519,301101,创业板
2520,301102,创业板
2521,301103,创业板
2522,301105,创业板
2523,301106,创业板
2524,301107,创业板
2525,301108,创业板
2526,301109,创业板
2527,301110,创业板
2528,301111,创业板
2529,301112,创业板
2530,301113,创业板
2531,301115,创业板
2532,301116,创业板
2533,301117,创业板
2534,301118,创业板
2535,301119,创业板
2536,301120,创业板
2537,301121,创业板
2538,301122,创业板
2539,301123,创业板
2540,301125,创业板
2541,301126,创业板
2542,301127,创业板
2543,301128,创业板
2544,301129,创业板
2545,301130,创业板
2546,301131,创业板
2547,301132,创业板
2548,301133,创业板
2549,301135,创业板
2550,301136,创业板
2551,301137,创业板
2552,301138,创业板
2553,301139,创业板
2554,301141,创业板
2555,301148,创业板
2556,301149,创业板
2557,301150,创业板
2558,301151,创业板
2559,301152,创业板
2560,301153,创业板
2561,301155,创业板
2562,301156,创业板
2563,301157,创业板
2564,301158,创业板
2565,301159,创业板
2566,301160,创业板
2567,301161,创业板
2568,301162,创业板
2569,301163,创业板
2570,301165,创业板
2571,301166,创业板
2572,301167,创业板
2573,301168,创业板
2574,301169,创业板
2575,301170,创业板
2576,301171,创业板
2577,301172,创业板
2578,301173,创业板
2579,301175,创业板
2580,301176,创业板
2581,301177,创业板
2582,301178,创业板
2583,301179,创业板
2584,301180,创业板
2585,301181,创业板
2586,301182,创业板
2587,301183,创业板
2588,301185,创业板
2589,301186,创业板
2590,301187,创业板
2591,301188,创业板
2592,301189,创业板
2593,301190,创业板
2594,301191,创业板
2595,301192,创业板
2596,301193,创业板
2597,301195,创业板
2598,301196,创业板
2599,301197,创业板
2600,301198,创业板
2601,301199,创业板
2602,301200,创业板
2603,301201,创业板
2604,301202,创业板
2605,301203,创业板
2606,301205,创业板
2607,301206,创业板
2608,301207,创业板
2609,301208,创业板
2610,301209,创业板
2611,301210,创业板
2612,301211,创业板
2613,301212,创业板
2614,301213,创业板
2615,301215,创业板
2616,301216,创业板
2617,301217,创业板
2618,301218,创业板
2619,301219,创业板
2620,301220,创业板
2621,301221,创业板
2622,301222,创业板
2623,301223,创业板
2624,301225,创业板
2625,301226,创业板
2626,301227,创业板
2627,301228,创业板
2628,301229,创业板
2629,301230,创业板
2630,301231,创业板
2631,301232,创业板
2632,301233,创业板
2633,301234,创业板
2634,301235,创业板
2635,301236,创业板
2636,301237,创业板
2637,301238,创业板
2638,301239,创业板
2639,301246,创业板
2640,301248,创业板
2641,301251,创业板
2642,301252,创业板
2643,301255,创业板
2644,301256,创业板
2645,301257,创业板
2646,301258,创业板
2647,301259,创业板
2648,301260,创业板
2649,301261,创业板
2650,301262,创业板
2651,301263,创业板
2652,301265,创业板
2653,301266,创业板
2654,301267,创业板
2655,301268,创业板
2656,301269,创业板
2657,301270,创业板
2658,301272,创业板
2659,301273,创业板
2660,301275,创业板
2661,301276,创业板
2662,301277,创业板
2663,301278,创业板
2664,301279,创业板
2665,301280,创业板
2666,301281,创业板
2667,301282,创业板
2668,301283,创业板
2669,301285,创业板
2670,301286,创业板
2671,301287,创业板
2672,301288,创业板
2673,301289,创业板
2674,301290,创业板
2675,301291,创业板
2676,301292,创业板
2677,301293,创业板
2678,301295,创业板
2679,301296,创业板
2680,301297,创业板
2681,301298,创业板
2682,301299,创业板
2683,301300,创业板
2684,301301,创业板
2685,301302,创业板
2686,301303,创业板
2687,301305,创业板
2688,301306,创业板
2689,301307,创业板
2690,301308,创业板
2691,301309,创业板
2692,301310,创业板
2693,301311,创业板
2694,301312,创业板
2695,301313,创业板
2696,301314,创业板
2697,301315,创业板
2698,301316,创业板
2699,301317,创业板
2700,301318,创业板
2701,301319,创业板
2702,301320,创业板
2703,301321,创业板
2704,301322,创业板
2705,301323,创业板
2706,301325,创业板
2707,301326,创业板
2708,301327,创业板
2709,301328,创业板
2710,301329,创业板
2711,301330,创业板
2712,301331,创业板
2713,301332,创业板
2714,301333,创业板
2715,301335,创业板
2716,301336,创业板
2717,301337,创业板
2718,301338,创业板
2719,301339,创业板
2720,301345,创业板
2721,301348,创业板
2722,301349,创业板
2723,301353,创业板
2724,301355,创业板
2725,301356,创业板
2726,301357,创业板
2727,301358,创业板
2728,301359,创业板
2729,301360,创业板
2730,301361,创业板
2731,301362,创业板
2732,301363,创业板
2733,301365,创业板
2734,301366,创业板
2735,301367,创业板
2736,301368,创业板
2737,301369,创业板
2738,301370,创业板
2739,301371,创业板
2740,301372,创业板
2741,301373,创业板
2742,301376,创业板
2743,301377,创业板
2744,301378,创业板
2745,301379,创业板
2746,301380,创业板
2747,301381,创业板
2748,301382,创业板
2749,301383,创业板
2750,301386,创业板
2751,301387,创业板
2752,301388,创业板
2753,301389,创业板
2754,301390,创业板
2755,301391,创业板
2756,301392,创业板
2757,301393,创业板
2758,301395,创业板
2759,301396,创业板
2760,301397,创业板
2761,301398,创业板
2762,301399,创业板
2763,301408,创业板
2764,301413,创业板
2765,301418,创业板
2766,301419,创业板
2767,301421,创业板
2768,301428,创业板
2769,301429,创业板
2770,301439,创业板
2771,301446,创业板
2772,301448,创业板
2773,301456,创业板
2774,301458,创业板
2775,301459,创业板
2776,301468,创业板
2777,301469,创业板
2778,301479,创业板
2779,301486,创业板
2780,301487,创业板
2781,301488,创业板
2782,301489,创业板
2783,301491,创业板
2784,301498,创业板
2785,301499,创业板
2786,301500,创业板
2787,301501,创业板
2788,301502,创业板
2789,301503,创业板
2790,301505,创业板
2791,301507,创业板
2792,301508,创业板
2793,301509,创业板
2794,301510,创业板
2795,301511,创业板
2796,301512,创业板
2797,301515,创业板
2798,301516,创业板
2799,301517,创业板
2800,301518,创业板
2801,301519,创业板
2802,301520,创业板
2803,301522,创业板
2804,301525,创业板
2805,301526,创业板
2806,301528,创业板
2807,301529,创业板
2808,301533,创业板
2809,301535,创业板
2810,301536,创业板
2811,301538,创业板
2812,301539,创业板
2813,301548,创业板
2814,301550,创业板
2815,301551,创业板
2816,301552,创业板
2817,301555,创业板
2818,301556,创业板
2819,301557,创业板
2820,301558,创业板
2821,301559,创业板
2822,301560,创业板
2823,301565,创业板
2824,301566,创业板
2825,301567,创业板
2826,301568,创业板
2827,301571,创业板
2828,301577,创业板
2829,301578,创业板
2830,301580,创业板
2831,301581,创业板
2832,301585,创业板
2833,301586,创业板
2834,301587,创业板
2835,301588,创业板
2836,301589,创业板
2837,301590,创业板
2838,301591,创业板
2839,301592,创业板
2840,301595,创业板
2841,301596,创业板
2842,301598,创业板
2843,301600,创业板
2844,301601,创业板
2845,301602,创业板
2846,301603,创业板
2847,301606,创业板
2848,301607,创业板
2849,301608,创业板
2850,301609,创业板
2851,301611,创业板
2852,301613,创业板
2853,301616,创业板
2854,301617,创业板
2855,301618,创业板
2856,301622,创业板
2857,301626,创业板
2858,301628,创业板
2859,301629,创业板
2860,301630,创业板
2861,301631,创业板
2862,301632,创业板
2863,301633,创业板
2864,301636,创业板
2865,301658,创业板
2866,301662,创业板
2867,301665,创业板
2868,301678,创业板
2869,302132,未知
2870,430017,北交所
2871,430047,北交所
2872,430090,北交所
2873,430139,北交所
2874,430198,北交所
2875,430300,北交所
2876,430418,北交所
2877,430425,北交所
2878,430476,北交所
2879,430478,北交所
2880,430510,北交所
2881,430556,北交所
2882,430564,北交所
2883,430685,北交所
2884,430718,北交所
2885,600000,上交所
2886,600004,上交所
2887,600006,上交所
2888,600007,上交所
2889,600008,上交所
2890,600009,上交所
2891,600010,上交所
2892,600011,上交所
2893,600012,上交所
2894,600015,上交所
2895,600016,上交所
